havingIP,tinyURL,redirection,count_at,count_www,no_of_dir,count_https,count_http,count_per,count_hyphen,count_equal,url_length,hostname_length,digit_count,letter_count,dns,domainAge,domainEnd,iframe,mouseOver,rightClick,forwarding,type
0,0,0,0,1,3,0,1,0,3,0,66,26,0,55,1,1,1,1,1,1,1,defacement
0,0,0,0,0,2,0,1,0,0,0,40,13,1,32,1,1,1,1,1,1,1,phishing
0,0,0,0,1,2,0,1,0,1,0,39,16,2,28,1,1,1,1,1,1,1,defacement
0,0,0,0,0,3,0,1,0,0,4,66,11,2,47,1,1,1,1,1,1,1,malware
0,0,0,0,0,3,0,1,0,0,15,125,15,29,57,1,1,1,1,1,1,1,malware
0,1,0,0,0,0,0,0,0,0,0,18,0,0,17,1,1,1,1,1,1,1,phishing
0,0,0,0,0,2,0,1,24,0,0,90,9,30,30,1,1,1,1,1,1,1,malware
0,0,1,0,1,2,0,3,6,1,2,130,13,11,89,1,1,1,1,1,1,1,phishing
0,0,0,0,0,0,0,0,0,2,0,28,0,2,21,1,1,1,1,1,1,1,phishing
0,0,0,0,1,3,0,0,0,0,0,43,0,0,36,1,1,1,1,1,1,1,malware
0,0,0,0,1,3,0,1,0,0,0,42,24,0,34,1,1,1,1,1,1,1,phishing
0,0,0,0,1,1,0,1,0,2,5,125,28,8,95,1,1,1,1,1,1,1,defacement
0,0,0,0,0,1,0,0,0,0,0,21,0,0,19,1,1,1,1,1,1,1,benign
0,0,0,0,0,3,0,0,0,3,0,65,0,0,58,1,1,1,1,1,1,1,benign
0,0,0,0,0,5,0,1,0,0,0,76,21,1,63,1,1,1,1,1,1,1,malware
0,0,0,0,0,4,0,0,0,0,0,50,0,0,43,1,1,1,1,1,1,1,benign
0,0,0,0,0,2,0,0,0,1,0,21,0,1,16,1,1,1,1,1,1,1,benign
0,0,0,0,0,2,0,0,0,0,0,30,0,3,22,1,1,1,1,1,1,1,benign
0,0,0,0,0,1,0,0,0,0,0,38,0,2,33,1,1,1,1,1,1,1,benign
0,0,0,0,0,1,0,1,0,0,5,89,14,5,67,1,1,1,1,1,1,1,malware
0,0,0,0,1,2,0,1,0,0,0,42,18,0,34,1,1,1,1,1,1,1,phishing
0,0,0,0,1,2,0,1,0,7,0,85,21,0,70,1,1,1,1,1,1,1,defacement
0,0,0,0,0,0,0,0,0,0,0,20,0,0,19,1,1,1,1,1,1,1,phishing
0,0,0,0,0,0,0,0,0,0,0,12,0,0,11,1,1,1,1,1,1,1,phishing
0,0,0,0,0,4,0,1,0,2,1,77,23,3,59,1,1,1,1,1,1,1,malware
0,0,0,0,1,1,0,1,0,1,1,49,25,0,39,1,1,1,1,1,1,1,defacement
0,0,0,0,0,0,0,0,0,0,0,17,0,0,16,1,1,1,1,1,1,1,malware
0,0,0,0,0,0,0,0,0,0,0,15,0,0,14,1,1,1,1,1,1,1,phishing
0,0,0,0,0,3,0,1,0,5,0,78,13,11,55,1,1,1,1,1,1,1,defacement
0,0,0,0,0,2,0,1,38,1,0,145,14,41,55,1,1,1,1,1,1,1,malware
0,0,0,0,0,0,0,0,0,0,0,18,0,0,16,1,1,1,1,1,1,1,phishing
0,0,0,0,1,3,0,1,0,4,0,77,16,5,59,1,1,1,1,1,1,1,defacement
0,0,0,0,1,2,0,1,0,0,3,75,18,1,60,1,1,1,1,1,1,1,defacement
0,0,1,0,1,2,0,2,0,1,2,104,21,2,76,1,1,1,1,1,1,1,phishing
0,0,0,0,1,1,0,1,0,0,4,86,16,3,67,1,1,1,1,1,1,1,defacement
0,0,0,0,1,2,0,1,0,5,4,271,131,63,173,1,1,1,1,1,1,1,phishing
0,0,0,0,1,1,0,1,0,0,4,90,22,4,69,1,1,1,1,1,1,1,defacement
0,0,0,0,0,3,0,0,0,6,1,78,0,7,59,1,1,1,1,1,1,1,benign
0,1,0,0,1,6,0,1,0,1,1,79,14,8,55,1,1,1,1,1,1,1,malware
0,0,0,0,0,0,0,0,0,0,0,12,0,0,11,1,1,1,1,1,1,1,phishing
0,0,0,0,0,1,0,1,0,0,0,70,16,0,59,1,1,1,1,1,1,1,malware
0,0,0,0,0,3,0,1,0,0,0,93,13,3,76,1,1,1,1,1,1,1,benign
0,0,0,0,1,1,0,1,0,0,4,80,14,5,58,1,1,1,1,1,1,1,defacement
0,0,0,0,0,0,0,0,0,0,0,13,0,0,12,1,1,1,1,1,1,1,phishing
0,1,0,0,0,1,0,1,0,0,6,110,18,10,80,1,1,1,1,1,1,1,defacement
0,0,0,0,0,3,0,1,0,0,0,64,33,0,50,1,1,1,1,1,1,1,phishing
0,0,0,0,1,4,0,1,0,0,0,72,14,26,36,1,1,1,1,1,1,1,malware
0,0,0,0,0,2,0,0,1,0,0,72,0,6,55,1,1,1,1,1,1,1,benign
0,0,0,0,0,2,0,1,0,0,0,40,13,5,28,1,1,1,1,1,1,1,phishing
0,0,0,0,0,2,0,0,0,0,0,41,0,0,37,1,1,1,1,1,1,1,benign
0,0,0,0,0,1,0,1,3,0,0,61,15,3,47,1,1,1,1,1,1,1,defacement
0,0,0,0,0,5,0,0,0,0,0,31,0,0,24,1,1,1,1,1,1,1,benign
0,0,0,0,0,4,0,0,0,1,0,41,0,0,35,1,1,1,1,1,1,1,benign
0,0,0,0,1,3,0,1,0,0,0,48,17,0,37,1,1,1,1,1,1,1,phishing
0,0,0,0,0,5,0,0,0,1,0,40,0,8,24,1,1,1,1,1,1,1,benign
0,0,0,0,1,2,0,0,0,0,1,50,0,0,43,1,1,1,1,1,1,1,benign
0,0,0,0,0,7,0,1,0,3,0,78,14,6,56,1,1,1,1,1,1,1,malware
0,0,0,0,0,6,0,0,7,0,0,115,0,23,76,1,1,1,1,1,1,1,benign
0,0,0,0,0,2,0,1,0,0,0,40,10,0,32,1,1,1,1,1,1,1,phishing
0,0,1,0,1,2,0,2,0,0,2,65,14,8,40,1,1,1,1,1,1,1,malware
0,0,0,0,0,2,0,0,0,0,0,33,0,0,28,1,1,1,1,1,1,1,benign
0,0,0,0,0,2,0,0,0,0,0,38,0,0,34,1,1,1,1,1,1,1,benign
0,0,0,0,0,2,0,1,0,0,3,89,19,3,71,1,1,1,1,1,1,1,defacement
0,0,0,0,0,2,0,1,15,0,0,63,9,19,23,1,1,1,1,1,1,1,malware
0,0,0,0,1,3,0,1,0,2,0,58,12,2,45,1,1,1,1,1,1,1,defacement
0,1,0,0,1,2,0,1,0,1,2,205,26,79,112,1,1,1,1,1,1,1,phishing
0,1,0,0,0,1,0,0,0,1,0,30,0,0,27,1,1,1,1,1,1,1,benign
0,0,0,0,0,2,0,0,0,2,0,56,0,0,48,1,1,1,1,1,1,1,benign
0,0,0,0,1,2,0,1,0,0,3,68,14,6,49,1,1,1,1,1,1,1,malware
0,0,0,0,0,4,0,0,0,1,0,52,0,0,45,1,1,1,1,1,1,1,benign
0,0,0,0,0,1,0,1,0,13,0,84,17,4,61,1,1,1,1,1,1,1,benign
0,0,0,0,0,4,0,0,0,4,0,55,0,2,44,1,1,1,1,1,1,1,benign
0,0,0,0,1,1,0,1,0,2,6,111,13,6,82,1,1,1,1,1,1,1,defacement
0,0,0,0,0,2,0,0,0,0,0,31,0,0,27,1,1,1,1,1,1,1,benign
0,0,0,0,0,2,0,1,0,5,0,65,14,5,49,1,1,1,1,1,1,1,malware
0,0,0,0,0,2,0,1,15,0,0,63,9,21,21,1,1,1,1,1,1,1,malware
0,0,0,0,0,2,0,1,0,3,1,201,74,26,155,1,1,1,1,1,1,1,phishing
0,0,0,0,0,5,0,1,0,0,0,76,21,0,64,1,1,1,1,1,1,1,malware
0,0,0,0,0,1,0,0,0,0,0,19,0,0,17,1,1,1,1,1,1,1,benign
0,0,0,0,0,0,0,0,0,0,0,19,0,0,17,1,1,1,1,1,1,1,phishing
0,0,0,0,0,2,0,1,21,0,0,81,9,23,31,1,1,1,1,1,1,1,malware
0,0,0,0,1,2,0,1,0,4,0,67,23,0,56,1,1,1,1,1,1,1,malware
0,0,0,0,0,2,0,1,0,5,4,91,11,5,68,1,1,1,1,1,1,1,benign
0,0,0,0,1,1,0,1,0,0,4,99,34,4,78,1,1,1,1,1,1,1,defacement
0,0,0,0,1,1,0,1,0,0,5,90,13,3,69,1,1,1,1,1,1,1,defacement
0,0,0,0,0,1,0,0,0,0,0,20,0,0,18,1,1,1,1,1,1,1,benign
0,0,0,0,0,0,0,0,0,1,0,12,0,0,10,1,1,1,1,1,1,1,phishing
0,0,0,0,1,3,0,1,0,0,2,66,13,3,50,1,1,1,1,1,1,1,malware
0,0,0,0,1,2,0,1,0,2,6,156,26,10,121,1,1,1,1,1,1,1,defacement
0,0,0,0,0,0,0,0,0,0,0,11,0,0,10,1,1,1,1,1,1,1,phishing
0,0,0,0,0,3,0,1,0,1,1,71,15,2,59,1,1,1,1,1,1,1,defacement
0,0,0,0,0,0,0,0,0,0,0,24,0,0,22,1,1,1,1,1,1,1,phishing
0,0,0,0,0,1,0,0,0,0,1,35,0,4,26,1,1,1,1,1,1,1,benign
0,0,0,0,0,2,0,1,24,0,0,90,9,25,35,1,1,1,1,1,1,1,malware
0,0,0,0,0,0,0,0,0,1,0,18,0,0,15,1,1,1,1,1,1,1,phishing
0,0,0,0,0,5,0,0,0,11,0,120,0,8,94,1,1,1,1,1,1,1,benign
0,0,0,0,0,3,0,1,0,0,4,66,11,2,47,1,1,1,1,1,1,1,malware
0,0,0,0,1,3,0,1,0,2,3,91,24,1,74,1,1,1,1,1,1,1,defacement
0,0,0,0,0,2,0,0,0,0,0,54,0,0,48,1,1,1,1,1,1,1,benign
0,0,0,0,1,6,0,1,0,2,1,72,14,9,46,1,1,1,1,1,1,1,malware
0,0,0,0,1,5,0,1,0,0,0,63,17,1,51,1,1,1,1,1,1,1,defacement
0,0,0,0,0,4,0,1,0,2,0,93,23,2,79,1,1,1,1,1,1,1,defacement
0,0,0,0,1,3,0,1,0,0,0,72,14,0,58,1,1,1,1,1,1,1,defacement
0,1,0,0,1,1,0,1,0,0,3,240,16,29,196,1,1,1,1,1,1,1,defacement
0,0,0,0,0,2,0,1,0,6,0,178,137,73,87,1,1,1,1,1,1,1,phishing
0,0,0,0,1,2,0,1,0,1,1,69,17,1,53,1,1,1,1,1,1,1,phishing
0,0,0,0,1,3,0,1,0,2,0,74,27,1,62,1,1,1,1,1,1,1,defacement
0,0,0,0,0,2,0,1,0,0,0,42,15,0,36,1,1,1,1,1,1,1,defacement
0,0,0,0,1,2,0,1,0,5,0,74,17,3,59,1,1,1,1,1,1,1,defacement
0,0,0,0,0,2,0,0,7,0,0,82,0,17,54,1,1,1,1,1,1,1,benign
0,0,0,0,1,1,0,1,0,1,2,70,24,2,55,1,1,1,1,1,1,1,defacement
0,0,0,0,0,0,0,0,0,7,0,36,0,0,28,1,1,1,1,1,1,1,phishing
0,0,0,0,0,2,0,1,24,0,0,90,9,29,31,1,1,1,1,1,1,1,malware
0,0,0,0,0,0,0,0,0,0,0,27,0,0,26,1,1,1,1,1,1,1,phishing
0,0,0,0,1,2,0,1,0,1,0,43,16,0,34,1,1,1,1,1,1,1,defacement
0,0,0,0,0,0,0,0,0,1,0,26,0,0,24,1,1,1,1,1,1,1,phishing
0,0,0,0,1,1,0,1,0,1,0,31,18,0,23,1,1,1,1,1,1,1,defacement
0,0,0,0,0,0,0,0,0,0,0,34,0,0,31,1,1,1,1,1,1,1,phishing
0,0,0,0,1,1,0,1,1,0,3,191,21,26,150,1,1,1,1,1,1,1,defacement
0,0,0,0,0,1,0,0,0,1,0,19,0,0,16,1,1,1,1,1,1,1,benign
0,0,0,0,1,3,0,1,0,0,2,113,17,24,75,1,1,1,1,1,1,1,defacement
0,0,0,0,0,2,0,0,0,0,0,31,0,0,26,1,1,1,1,1,1,1,benign
0,0,0,0,0,2,0,1,27,0,0,99,9,31,35,1,1,1,1,1,1,1,malware
0,0,0,0,0,1,0,1,0,0,5,108,22,9,81,1,1,1,1,1,1,1,defacement
0,0,0,0,1,2,0,1,0,0,4,67,14,7,46,1,1,1,1,1,1,1,malware
0,0,0,0,0,5,0,1,0,0,1,82,21,1,67,1,1,1,1,1,1,1,malware
0,0,0,0,0,1,0,1,0,0,2,59,12,2,46,1,1,1,1,1,1,1,defacement
0,0,0,0,0,0,0,0,0,0,0,13,0,0,12,1,1,1,1,1,1,1,phishing
0,0,0,0,1,1,0,1,0,1,5,100,16,2,79,1,1,1,1,1,1,1,defacement
0,0,0,0,1,1,0,1,0,1,0,34,11,0,26,1,1,1,1,1,1,1,defacement
0,0,0,0,1,3,0,0,0,0,0,39,0,0,33,1,1,1,1,1,1,1,malware
0,0,0,0,0,2,0,1,18,0,0,72,9,24,24,1,1,1,1,1,1,1,malware
0,0,0,0,0,2,0,1,0,0,2,70,14,25,34,1,1,1,1,1,1,1,malware
0,0,0,0,0,1,0,1,0,1,5,283,31,54,201,1,1,1,1,1,1,1,phishing
0,0,0,0,0,4,0,1,0,7,0,104,15,8,79,1,1,1,1,1,1,1,benign
0,0,0,0,0,3,0,1,0,0,0,62,46,9,40,1,1,1,1,1,1,1,phishing
0,0,0,0,0,0,0,0,0,2,0,32,0,0,29,1,1,1,1,1,1,1,phishing
0,0,0,0,0,1,0,0,0,0,1,31,0,2,25,1,1,1,1,1,1,1,benign
0,0,0,0,0,1,0,0,0,0,0,34,0,0,31,1,1,1,1,1,1,1,benign
0,0,0,0,0,0,0,0,0,1,0,22,0,1,19,1,1,1,1,1,1,1,phishing
0,0,0,0,0,0,0,0,0,1,0,21,0,4,15,1,1,1,1,1,1,1,phishing
0,0,0,0,0,1,0,1,0,0,8,153,21,5,120,1,1,1,1,1,1,1,defacement
0,0,0,0,0,3,0,1,0,5,0,80,26,3,65,1,1,1,1,1,1,1,defacement
0,0,0,0,1,4,0,1,0,2,0,71,17,6,53,1,1,1,1,1,1,1,defacement
0,0,0,0,0,4,0,1,0,0,0,65,21,0,54,1,1,1,1,1,1,1,defacement
0,0,0,0,0,0,0,0,0,0,0,42,0,0,38,1,1,1,1,1,1,1,phishing
0,0,0,0,1,6,0,1,0,1,0,81,23,0,68,1,1,1,1,1,1,1,malware
0,0,0,0,1,1,0,1,0,0,5,101,21,5,77,1,1,1,1,1,1,1,defacement
0,0,0,0,1,1,0,1,0,0,0,33,15,0,26,1,1,1,1,1,1,1,defacement
0,0,0,0,0,0,0,0,0,0,0,19,0,0,18,1,1,1,1,1,1,1,phishing
0,0,0,0,0,4,0,1,0,0,0,74,18,19,47,1,1,1,1,1,1,1,phishing
0,0,0,0,1,7,0,1,0,0,0,96,17,27,56,1,1,1,1,1,1,1,malware
0,0,0,0,1,4,0,1,0,0,2,92,14,20,58,1,1,1,1,1,1,1,malware
0,0,0,0,0,1,0,0,0,0,0,14,0,0,12,1,1,1,1,1,1,1,benign
0,0,0,0,0,0,0,0,0,0,0,20,0,0,18,1,1,1,1,1,1,1,phishing
0,0,0,0,0,1,0,1,0,0,0,28,13,0,23,1,1,1,1,1,1,1,defacement
0,0,0,0,0,2,0,0,0,1,0,24,0,7,13,1,1,1,1,1,1,1,benign
0,0,0,0,0,0,0,0,0,0,0,19,0,0,17,1,1,1,1,1,1,1,phishing
0,0,0,0,0,3,0,0,0,0,0,44,0,1,37,1,1,1,1,1,1,1,benign
0,0,0,0,0,1,0,1,0,0,5,71,9,8,47,1,1,1,1,1,1,1,malware
0,0,0,0,0,0,0,0,0,1,0,30,0,0,27,1,1,1,1,1,1,1,phishing
0,0,0,0,0,1,0,1,0,0,5,88,14,5,66,1,1,1,1,1,1,1,malware
0,0,0,0,0,0,0,0,0,2,0,23,0,0,20,1,1,1,1,1,1,1,phishing
0,0,0,0,0,2,0,1,0,1,2,109,21,29,69,1,1,1,1,1,1,1,phishing
0,0,0,0,1,4,0,1,0,0,2,92,14,20,58,1,1,1,1,1,1,1,malware
0,0,0,0,0,2,0,1,24,0,0,90,9,27,33,1,1,1,1,1,1,1,malware
0,0,0,0,0,1,0,1,0,0,6,127,14,3,101,1,1,1,1,1,1,1,defacement
0,0,0,0,0,3,0,0,0,14,0,109,0,8,82,1,1,1,1,1,1,1,benign
0,0,0,0,1,3,0,1,0,1,0,64,24,2,51,1,1,1,1,1,1,1,phishing
0,0,0,0,0,2,0,1,27,0,0,99,9,29,37,1,1,1,1,1,1,1,malware
0,0,0,0,1,1,0,1,0,1,4,97,27,4,75,1,1,1,1,1,1,1,defacement
0,0,0,0,0,0,0,0,0,0,0,16,0,3,12,1,1,1,1,1,1,1,phishing
0,1,0,0,0,4,0,1,0,7,0,87,6,0,72,1,1,1,1,1,1,1,benign
0,0,0,0,0,2,0,0,4,0,0,78,0,13,52,1,1,1,1,1,1,1,benign
0,0,0,0,0,2,0,0,0,0,0,51,0,0,42,1,1,1,1,1,1,1,benign
0,0,0,0,0,0,0,0,0,0,0,22,0,0,21,1,1,1,1,1,1,1,phishing
0,0,0,0,0,3,0,0,0,0,0,35,0,0,28,1,1,1,1,1,1,1,benign
0,0,0,0,0,4,0,0,0,0,0,33,0,0,28,1,1,1,1,1,1,1,benign
0,0,0,0,0,3,0,0,0,0,0,28,0,0,24,1,1,1,1,1,1,1,benign
0,0,0,0,0,1,0,0,0,2,0,34,0,6,24,1,1,1,1,1,1,1,benign
0,0,0,0,0,4,0,0,0,5,0,76,0,18,47,1,1,1,1,1,1,1,benign
0,0,0,0,0,0,0,0,0,0,0,16,0,0,15,1,1,1,1,1,1,1,phishing
0,0,0,0,1,3,0,1,0,0,4,91,16,8,65,1,1,1,1,1,1,1,defacement
0,0,0,0,1,1,0,1,0,0,0,35,16,0,28,1,1,1,1,1,1,1,defacement
0,0,0,0,0,0,0,0,0,0,0,14,0,0,13,1,1,1,1,1,1,1,phishing
0,0,0,0,1,1,0,1,0,0,5,94,16,4,72,1,1,1,1,1,1,1,defacement
0,0,0,0,0,4,0,1,0,0,0,70,19,3,53,1,1,1,1,1,1,1,malware
0,0,0,0,1,4,0,1,0,0,2,92,14,20,58,1,1,1,1,1,1,1,malware
0,0,0,0,0,2,0,1,27,0,0,99,9,34,32,1,1,1,1,1,1,1,malware
0,0,0,0,0,0,0,0,0,0,0,49,0,0,44,1,1,1,1,1,1,1,phishing
0,0,0,0,1,4,0,1,0,0,0,47,21,0,38,1,1,1,1,1,1,1,phishing
0,0,0,0,0,0,0,0,0,1,0,21,0,0,19,1,1,1,1,1,1,1,phishing
0,0,0,0,0,2,0,1,27,0,0,99,9,32,34,1,1,1,1,1,1,1,malware
0,0,0,0,0,3,0,1,0,2,0,89,44,2,72,1,1,1,1,1,1,1,phishing
0,0,0,0,0,2,0,1,15,0,0,63,9,21,21,1,1,1,1,1,1,1,malware
0,0,0,0,1,2,0,1,0,4,0,69,14,2,54,1,1,1,1,1,1,1,defacement
0,0,0,0,1,6,0,1,0,0,1,67,15,20,32,1,1,1,1,1,1,1,malware
0,0,0,0,0,1,0,1,0,0,0,38,20,0,32,1,1,1,1,1,1,1,defacement
0,0,0,0,0,0,0,0,0,0,0,14,0,0,13,1,1,1,1,1,1,1,phishing
0,0,0,0,1,1,0,1,0,1,0,54,28,0,46,1,1,1,1,1,1,1,defacement
0,0,0,0,1,1,0,1,0,0,4,85,20,4,64,1,1,1,1,1,1,1,defacement
0,0,0,0,0,1,0,1,0,11,0,86,17,0,69,1,1,1,1,1,1,1,benign
0,0,0,0,0,5,0,1,0,0,0,76,21,1,63,1,1,1,1,1,1,1,malware
0,0,0,0,0,2,0,1,30,0,0,108,9,37,35,1,1,1,1,1,1,1,malware
0,0,0,0,0,1,0,0,0,0,0,22,0,0,18,1,1,1,1,1,1,1,benign
0,0,0,0,1,2,0,1,0,1,0,49,19,0,41,1,1,1,1,1,1,1,defacement
0,0,0,0,0,3,0,0,0,0,0,42,0,5,33,1,1,1,1,1,1,1,benign
0,0,0,0,1,4,0,1,0,0,0,79,29,0,68,1,1,1,1,1,1,1,defacement
0,0,0,0,0,0,0,0,0,1,0,138,0,10,117,1,1,1,1,1,1,1,phishing
0,0,0,0,0,1,0,0,0,0,0,33,0,0,29,1,1,1,1,1,1,1,benign
0,0,0,0,0,2,0,1,0,0,0,48,21,0,42,1,1,1,1,1,1,1,defacement
0,0,0,0,1,8,0,1,0,2,0,79,16,8,54,1,1,1,1,1,1,1,defacement
0,0,0,0,1,1,0,1,0,0,5,115,19,4,92,1,1,1,1,1,1,1,defacement
0,0,0,0,1,2,0,1,0,0,0,67,16,26,33,1,1,1,1,1,1,1,malware
0,0,0,0,1,1,0,1,0,1,4,94,18,4,72,1,1,1,1,1,1,1,defacement
0,0,0,0,0,2,0,1,27,0,0,99,9,28,38,1,1,1,1,1,1,1,malware
0,0,0,0,0,5,0,0,0,22,0,142,0,12,101,1,1,1,1,1,1,1,benign
0,0,0,0,0,2,0,0,0,1,0,24,0,0,20,1,1,1,1,1,1,1,benign
0,0,0,0,0,0,0,0,0,0,0,21,0,0,20,1,1,1,1,1,1,1,phishing
0,0,0,0,0,5,0,1,0,7,0,78,6,11,51,1,1,1,1,1,1,1,malware
0,0,0,0,0,0,0,0,0,0,0,15,0,4,10,1,1,1,1,1,1,1,phishing
0,0,0,0,0,2,0,1,0,0,0,40,13,3,30,1,1,1,1,1,1,1,phishing
0,0,0,0,0,0,0,0,0,0,0,11,0,0,10,1,1,1,1,1,1,1,phishing
0,0,0,0,0,2,0,1,0,5,0,83,21,0,71,1,1,1,1,1,1,1,defacement
0,0,0,0,0,0,0,0,0,0,0,15,0,0,14,1,1,1,1,1,1,1,phishing
0,0,0,0,0,1,0,0,0,0,1,31,0,1,26,1,1,1,1,1,1,1,benign
0,0,0,0,1,1,0,1,0,0,0,51,25,0,43,1,1,1,1,1,1,1,defacement
0,0,0,0,0,2,0,0,0,0,0,33,0,0,29,1,1,1,1,1,1,1,benign
0,0,0,0,0,0,0,0,0,0,0,29,0,3,24,1,1,1,1,1,1,1,phishing
0,0,0,0,0,2,0,1,21,0,0,81,9,26,28,1,1,1,1,1,1,1,malware
0,0,0,0,0,2,0,1,27,0,0,99,9,30,36,1,1,1,1,1,1,1,malware
0,0,0,0,0,0,0,0,0,1,0,22,0,1,17,1,1,1,1,1,1,1,phishing
0,0,0,0,0,2,0,1,27,0,0,99,9,30,36,1,1,1,1,1,1,1,malware
0,0,0,0,0,1,0,0,0,0,0,10,0,0,7,1,1,1,1,1,1,1,benign
0,0,0,0,1,3,0,1,0,0,1,87,14,8,68,1,1,1,1,1,1,1,malware
0,1,0,0,1,1,0,1,0,0,1,45,17,1,33,1,1,1,1,1,1,1,defacement
0,0,0,0,0,0,0,0,0,0,0,18,0,0,16,1,1,1,1,1,1,1,phishing
0,0,0,0,0,2,0,1,21,0,0,81,9,23,31,1,1,1,1,1,1,1,malware
0,0,0,0,0,3,0,1,50,6,0,195,9,57,74,1,1,1,1,1,1,1,benign
0,0,0,0,0,2,0,0,0,14,0,95,0,5,73,1,1,1,1,1,1,1,benign
0,0,0,0,0,2,0,0,0,0,0,37,0,0,32,1,1,1,1,1,1,1,benign
0,0,0,0,0,0,0,0,0,0,0,11,0,0,10,1,1,1,1,1,1,1,phishing
0,0,0,0,1,3,0,1,0,0,0,66,16,16,41,1,1,1,1,1,1,1,malware
0,0,0,0,0,2,0,1,27,0,0,99,9,31,35,1,1,1,1,1,1,1,malware
0,0,0,0,0,0,0,0,0,0,0,17,0,0,16,1,1,1,1,1,1,1,phishing
0,0,0,0,0,1,0,1,0,0,1,34,9,4,22,1,1,1,1,1,1,1,defacement
0,0,0,0,1,2,0,1,0,0,1,79,15,26,42,1,1,1,1,1,1,1,malware
0,0,0,0,0,0,0,0,0,0,0,13,0,0,12,1,1,1,1,1,1,1,phishing
0,0,0,0,0,0,0,0,0,0,0,48,0,19,27,1,1,1,1,1,1,1,phishing
0,0,0,0,0,2,0,1,0,0,0,40,13,3,30,1,1,1,1,1,1,1,phishing
0,0,0,0,0,2,0,0,0,1,7,183,0,25,133,1,1,1,1,1,1,1,benign
0,0,0,0,0,2,0,0,0,0,1,61,0,16,38,1,1,1,1,1,1,1,benign
0,0,0,0,0,2,0,0,1,0,0,26,0,1,21,1,1,1,1,1,1,1,benign
0,0,0,0,1,1,0,1,0,7,6,167,17,15,122,1,1,1,1,1,1,1,defacement
0,1,0,0,0,2,0,0,0,0,0,17,0,0,14,1,1,1,1,1,1,1,benign
0,0,0,0,1,1,0,1,0,0,2,65,20,0,53,1,1,1,1,1,1,1,defacement
0,0,0,0,1,4,0,1,0,1,1,65,15,4,49,1,1,1,1,1,1,1,defacement
0,0,0,0,0,2,0,1,18,0,0,72,9,19,29,1,1,1,1,1,1,1,malware
0,0,0,0,0,11,0,2,0,0,1,202,19,11,160,1,1,1,1,1,1,1,phishing
0,0,0,0,0,0,0,0,0,0,0,25,0,0,24,1,1,1,1,1,1,1,phishing
0,0,0,0,0,0,0,0,0,0,0,61,0,5,51,1,1,1,1,1,1,1,malware
0,0,0,0,0,2,0,1,0,0,1,128,12,32,80,1,1,1,1,1,1,1,benign
0,0,0,0,0,3,0,0,0,1,0,66,0,4,52,1,1,1,1,1,1,1,benign
0,0,0,0,0,0,0,0,0,0,0,17,0,0,16,1,1,1,1,1,1,1,phishing
0,0,0,0,0,2,0,0,0,0,0,43,0,0,39,1,1,1,1,1,1,1,benign
0,0,0,0,0,1,0,0,0,0,0,36,0,0,32,1,1,1,1,1,1,1,benign
0,0,0,0,0,2,0,1,27,0,0,99,9,33,33,1,1,1,1,1,1,1,malware
0,0,0,0,0,0,0,0,0,1,0,25,0,0,22,1,1,1,1,1,1,1,phishing
0,0,0,0,1,1,0,1,0,1,4,91,26,4,70,1,1,1,1,1,1,1,defacement
0,0,0,0,1,3,0,1,0,0,0,54,15,7,36,1,1,1,1,1,1,1,defacement
0,0,0,0,0,1,0,1,0,4,0,74,30,0,64,1,1,1,1,1,1,1,malware
0,0,0,0,0,1,0,0,0,0,0,25,0,0,22,1,1,1,1,1,1,1,benign
0,0,0,0,0,1,0,1,0,0,0,19,7,1,12,1,1,1,1,1,1,1,defacement
0,0,0,0,0,1,0,0,0,0,0,31,0,0,27,1,1,1,1,1,1,1,benign
0,0,0,0,0,0,0,0,0,0,0,37,0,3,32,1,1,1,1,1,1,1,phishing
0,0,0,0,0,7,0,1,0,2,0,124,14,30,75,1,1,1,1,1,1,1,malware
0,0,0,0,0,0,0,0,0,1,0,16,0,0,14,1,1,1,1,1,1,1,malware
0,0,0,0,1,1,0,1,0,5,5,120,16,20,75,1,1,1,1,1,1,1,defacement
0,1,0,0,0,0,0,0,0,0,0,15,0,0,14,1,1,1,1,1,1,1,phishing
0,0,0,0,1,2,0,1,0,3,0,62,24,2,50,1,1,1,1,1,1,1,defacement
0,0,0,0,0,2,0,1,21,0,0,81,9,26,28,1,1,1,1,1,1,1,malware
0,0,0,0,0,0,0,0,0,0,0,24,0,0,22,1,1,1,1,1,1,1,phishing
0,0,0,0,0,1,0,0,0,0,0,25,0,0,23,1,1,1,1,1,1,1,benign
0,0,0,0,0,1,0,0,0,0,2,44,0,10,27,1,1,1,1,1,1,1,benign
0,0,0,0,0,2,0,1,21,0,0,81,9,24,30,1,1,1,1,1,1,1,malware
0,0,0,0,0,5,0,1,0,0,0,71,19,3,55,1,1,1,1,1,1,1,malware
0,0,0,0,0,0,0,0,0,0,0,12,0,0,11,1,1,1,1,1,1,1,phishing
0,0,0,0,0,0,0,0,0,1,0,29,0,0,25,1,1,1,1,1,1,1,malware
0,0,0,0,1,1,0,1,0,0,0,38,20,0,31,1,1,1,1,1,1,1,defacement
0,0,0,0,0,0,0,0,0,0,0,17,0,3,12,1,1,1,1,1,1,1,phishing
0,0,0,0,0,1,0,1,0,6,7,147,13,20,98,1,1,1,1,1,1,1,defacement
0,0,0,0,0,1,0,0,0,0,0,9,0,0,7,1,1,1,1,1,1,1,benign
